po_id,supplier_id,category_level_1,category_level_2,order_date,expected_delivery_date,actual_delivery_date,order_quantity,order_amount_eur,payment_terms_days,currency,po_status,data_source_note
PO00349,SUP037,Goods,Leathers,2025-10-07,2025-10-22,2025-10-22,1796,117429.23,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00350,SUP045,Manufacturing,Outsourcing,2025-07-09,2025-08-20,2025-08-28,16,7334,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00351,SUP012,Goods,"Garments, Components and Trimmings",2025-02-15,2025-03-31,2025-03-31,3459,205808.75,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00352,SUP041,Services,General Administrative Services,2025-05-19,2025-06-28,2025-06-28,16,24878,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00353,SUP040,Services,General Administrative Services,2025-02-15,2025-03-13,2025-03-13,1,32885,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00354,SUP007,Goods,"Garments, Components and Trimmings",2025-11-13,2025-12-13,2025-12-13,4471,196846.46,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00355,SUP018,Manufacturing,Garment Manufacturing / Confection,2025-01-28,2025-02-16,2025-02-25,59,64182,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00356,SUP017,Goods,Yarns,2025-06-21,2025-07-27,2025-08-07,479,37720.51,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00357,SUP008,Services,Communication and Marketing,2025-02-06,2025-02-28,2025-02-28,38,44725,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00358,SUP021,Transportation,Passenger Transport,2025-04-28,2025-05-12,2025-05-12,7,33079,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00359,SUP015,Services,"Analysis and Monitoring (Water, Air, Fumes)",2025-02-07,2025-03-16,2025-03-16,4,59129,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00360,SUP012,Goods,"Garments, Components and Trimmings",2025-07-18,2025-08-17,2025-08-21,2259,42071.49,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00361,SUP008,Services,Communication and Marketing,2025-08-27,2025-10-02,2025-10-02,49,47033,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00362,SUP051,Fixed Assets,Fixed Assets,2025-11-23,2025-12-10,2025-12-10,36,32107,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00363,SUP056,Transportation,Freight Transport / Logistics,2025-04-21,2025-06-04,2025-06-04,30,38591,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00364,SUP016,Fixed Assets,Fixed Assets,2025-05-07,2025-06-03,2025-06-03,15,21525,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00365,SUP003,Services,General Services,2025-08-06,2025-09-15,2025-09-15,52,14844,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00366,SUP027,Manufacturing,Garment Manufacturing / Confection,2025-04-22,2025-05-07,2025-05-07,16,13892,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00367,SUP046,Goods,Chemical Products,2025-08-24,2025-10-06,2025-10-06,249,20676.51,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00368,SUP026,Transportation,Freight Transport / Logistics,2025-04-05,2025-05-05,2025-05-05,46,2178,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00369,SUP034,Services,General Services,2025-01-17,2025-02-11,2025-02-11,18,73098,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00370,SUP033,Manufacturing,Outsourced Fabric and Yarn Processing,2025-12-12,2026-01-11,2026-01-11,8,52194,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00371,SUP046,Goods,Chemical Products,2025-02-04,2025-03-18,2025-03-18,1727,22995.63,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00372,SUP014,Services,Facilities Management,2025-04-26,2025-05-23,2025-05-23,18,68003,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00373,SUP034,Services,General Services,2025-03-04,2025-04-10,2025-04-10,44,71842,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00374,SUP044,Fixed Assets,Fixed Assets,2025-12-21,2026-01-01,2026-01-02,57,62014,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00375,SUP005,Goods,"Garments, Components and Trimmings",2025-02-25,2025-03-14,2025-03-14,1262,54385.32,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00376,SUP019,Manufacturing,General Processing / Manufacturing,2025-08-02,2025-09-12,2025-09-12,31,47442,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00377,SUP019,Manufacturing,General Processing / Manufacturing,2025-04-07,2025-04-18,2025-04-24,34,46024,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00378,SUP043,Manufacturing,Garment Manufacturing / Confection,2025-12-23,2026-02-01,2026-02-01,29,62031,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00379,SUP020,Fixed Assets,Fixed Assets,2025-03-29,2025-04-21,2025-04-21,24,39767,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00380,SUP011,Goods,Yarns,2025-11-13,2025-11-30,2025-11-30,2386,40480.25,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00381,SUP043,Manufacturing,Garment Manufacturing / Confection,2025-03-20,2025-04-06,2025-04-06,3,43500,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00382,SUP014,Services,Facilities Management,2025-10-15,2025-10-24,2025-10-24,23,21391,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00383,SUP035,Manufacturing,Outsourcing,2025-06-04,2025-06-18,2025-06-18,26,67459,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00384,SUP010,Manufacturing,General Processing / Manufacturing,2025-01-03,2025-02-13,2025-02-13,22,40739,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00385,SUP049,Goods,Yarns,2025-10-21,2025-11-06,2025-11-06,3671,110051.24,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00386,SUP009,Manufacturing,Outsourced Fabric and Yarn Processing,2025-12-14,2026-01-25,2026-01-26,2,54642,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00387,SUP039,Fixed Assets,Fixed Assets,2025-11-25,2025-12-14,2025-12-14,15,38428,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00388,SUP006,Goods,Yarns,2025-09-20,2025-10-22,2025-10-26,509,39387.84,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00389,SUP024,Goods,Yarns,2025-01-07,2025-02-01,2025-02-01,2573,213893.4,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00390,SUP048,Goods,Yarns,2025-08-01,2025-09-05,2025-09-16,3522,219843.17,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00391,SUP005,Goods,"Garments, Components and Trimmings",2025-10-30,2025-11-30,2025-12-01,3445,56329.53,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00392,SUP054,Services,Utilities,2025-07-15,2025-08-09,2025-08-09,3,41582,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00393,SUP015,Services,"Analysis and Monitoring (Water, Air, Fumes)",2025-01-14,2025-01-21,2025-01-29,20,63936,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00394,SUP032,Goods,Leathers,2025-12-19,2026-01-10,2026-01-16,596,30770.14,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00395,SUP041,Services,General Administrative Services,2025-12-18,2026-01-24,2026-01-24,53,17674,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00396,SUP055,Services,Utilities,2025-05-13,2025-05-30,2025-05-30,10,43901,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00397,SUP027,Manufacturing,Garment Manufacturing / Confection,2025-11-22,2025-12-21,2025-12-22,19,71417,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00398,SUP039,Fixed Assets,Fixed Assets,2025-03-27,2025-05-07,2025-05-07,21,41462,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00399,SUP007,Goods,"Garments, Components and Trimmings",2025-10-01,2025-11-14,2025-11-14,1227,3525.28,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00400,SUP022,Services,"Analysis and Monitoring (Water, Air, Fumes)",2025-03-25,2025-04-07,2025-04-08,51,70898,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00401,SUP023,Services,Plant and Machinery Maintenance,2025-06-09,2025-07-09,2025-07-15,29,70566,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00402,SUP055,Services,Utilities,2025-12-22,2026-01-07,2026-01-07,20,18429,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00403,SUP002,Goods,Fabrics,2025-09-05,2025-10-09,2025-10-18,4256,217704.01,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00404,SUP051,Fixed Assets,Fixed Assets,2025-03-05,2025-04-19,2025-04-28,58,28217,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00405,SUP023,Services,Plant and Machinery Maintenance,2025-06-30,2025-07-17,2025-07-17,50,33696,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00406,SUP034,Services,General Services,2025-04-22,2025-05-11,2025-05-11,11,72402,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00407,SUP031,Services,Plant and Machinery Maintenance,2025-07-07,2025-08-20,2025-08-20,44,16067,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00408,SUP028,Services,General Administrative Services,2025-04-20,2025-05-29,2025-06-12,8,63066,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00409,SUP046,Goods,Chemical Products,2025-05-28,2025-07-09,2025-07-09,723,21038.72,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00410,SUP048,Goods,Yarns,2025-06-09,2025-07-14,2025-07-27,3386,87958.23,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00411,SUP052,Manufacturing,Outsourcing,2025-09-01,2025-10-01,2025-10-10,7,53952,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00412,SUP007,Goods,"Garments, Components and Trimmings",2025-03-28,2025-04-08,2025-04-08,1680,50356.58,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00413,SUP047,Fixed Assets,Fixed Assets,2025-09-13,2025-10-07,2025-10-07,50,37779,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00414,SUP026,Transportation,Freight Transport / Logistics,2025-09-06,2025-10-15,2025-10-15,50,61589,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00415,SUP015,Services,"Analysis and Monitoring (Water, Air, Fumes)",2025-11-18,2025-12-03,2025-12-07,48,8927,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00416,SUP025,Goods,Yarns,2025-11-06,2025-12-03,2025-12-08,676,38398.09,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00417,SUP032,Goods,Leathers,2025-09-09,2025-10-18,2025-10-22,2864,198042.36,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00418,SUP057,Goods,Leathers,2025-03-02,2025-04-02,2025-04-02,3132,120959.94,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00419,SUP050,Services,Personnel (Training and HR Services),2025-06-05,2025-06-22,2025-06-22,9,42954,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00420,SUP044,Fixed Assets,Fixed Assets,2025-10-04,2025-11-16,2025-11-16,36,22487,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00421,SUP025,Goods,Yarns,2025-11-12,2025-12-11,2025-12-11,2380,67744.72,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00422,SUP002,Goods,Fabrics,2025-11-17,2025-12-15,2025-12-15,3557,108545.06,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00423,SUP020,Fixed Assets,Fixed Assets,2025-10-31,2025-11-12,2025-11-12,5,41965,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00424,SUP056,Transportation,Freight Transport / Logistics,2025-08-05,2025-09-17,2025-09-17,27,36946,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00425,SUP021,Transportation,Passenger Transport,2025-07-13,2025-08-25,2025-08-25,37,14809,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00426,SUP032,Goods,Leathers,2025-09-15,2025-10-13,2025-10-15,1702,73435.14,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00427,SUP004,Goods,Yarns,2025-06-02,2025-07-15,2025-07-15,1900,102152.39,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00428,SUP038,Services,Facilities Management,2025-06-22,2025-07-16,2025-07-31,52,71607,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00429,SUP042,Manufacturing,Garment Manufacturing / Confection,2025-06-04,2025-07-13,2025-07-13,28,72772,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00430,SUP040,Services,General Administrative Services,2025-09-21,2025-10-27,2025-10-27,36,25671,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00431,SUP012,Goods,"Garments, Components and Trimmings",2025-10-23,2025-11-30,2025-12-11,3878,93429.83,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00432,SUP024,Goods,Yarns,2025-08-25,2025-09-10,2025-09-14,2509,180725.65,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00433,SUP055,Services,Utilities,2025-07-31,2025-08-24,2025-08-24,42,23048,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00434,SUP016,Fixed Assets,Fixed Assets,2025-02-28,2025-03-16,2025-03-16,16,42703,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00435,SUP028,Services,General Administrative Services,2025-11-28,2025-12-07,2025-12-12,51,38408,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00436,SUP032,Goods,Leathers,2025-01-11,2025-01-21,2025-01-21,737,20574.74,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00437,SUP027,Manufacturing,Garment Manufacturing / Confection,2025-07-06,2025-07-18,2025-07-18,54,20423,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00438,SUP060,Manufacturing,Outsourced Leather Processing,2025-03-03,2025-04-12,2025-04-12,38,70846,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00439,SUP054,Services,Utilities,2025-10-27,2025-11-27,2025-11-27,48,32924,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00440,SUP027,Manufacturing,Garment Manufacturing / Confection,2025-05-11,2025-06-24,2025-06-30,35,51113,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00441,SUP016,Fixed Assets,Fixed Assets,2025-05-23,2025-06-08,2025-06-08,46,50200,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00442,SUP043,Manufacturing,Garment Manufacturing / Confection,2025-01-28,2025-02-19,2025-02-19,25,42536,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00443,SUP035,Manufacturing,Outsourcing,2025-05-02,2025-06-06,2025-06-06,59,53508,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00444,SUP049,Goods,Yarns,2025-05-01,2025-05-27,2025-06-08,2648,198525.0,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00445,SUP053,Services,Plant and Machinery Maintenance,2025-09-09,2025-10-16,2025-10-16,60,45610,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00446,SUP053,Services,Plant and Machinery Maintenance,2025-03-24,2025-04-16,2025-04-16,23,57164,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00447,SUP041,Services,General Administrative Services,2025-08-16,2025-08-31,2025-09-01,13,42048,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00448,SUP055,Services,Utilities,2025-11-01,2025-12-04,2025-12-04,21,61177,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00449,SUP052,Manufacturing,Outsourcing,2025-05-25,2025-06-13,2025-06-15,25,31423,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00450,SUP030,Manufacturing,Outsourced Leather Processing,2025-04-12,2025-05-05,2025-05-05,11,8525,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00451,SUP010,Manufacturing,General Processing / Manufacturing,2025-02-15,2025-03-17,2025-03-25,37,17381,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00452,SUP060,Manufacturing,Outsourced Leather Processing,2025-08-21,2025-09-28,2025-10-03,56,36891,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00453,SUP053,Services,Plant and Machinery Maintenance,2025-05-25,2025-06-13,2025-06-13,27,21129,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00454,SUP040,Services,General Administrative Services,2025-08-19,2025-09-10,2025-09-10,44,62052,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00455,SUP045,Manufacturing,Outsourcing,2025-07-23,2025-08-12,2025-08-12,46,57481,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00456,SUP039,Fixed Assets,Fixed Assets,2025-12-10,2026-01-24,2026-01-24,52,7965,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00457,SUP020,Fixed Assets,Fixed Assets,2025-07-22,2025-08-21,2025-08-23,58,7390,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00458,SUP057,Goods,Leathers,2025-08-28,2025-09-12,2025-09-16,2183,25150.91,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00459,SUP054,Services,Utilities,2025-05-24,2025-06-23,2025-06-23,19,36500,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00460,SUP011,Goods,Yarns,2025-06-11,2025-07-19,2025-07-19,1289,61913.42,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00461,SUP011,Goods,Yarns,2025-12-28,2026-02-02,2026-02-02,4104,21315.64,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00462,SUP030,Manufacturing,Outsourced Leather Processing,2025-09-10,2025-09-24,2025-09-24,56,21405,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00463,SUP019,Manufacturing,General Processing / Manufacturing,2025-04-03,2025-04-20,2025-04-20,53,37755,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00464,SUP034,Services,General Services,2025-10-20,2025-11-07,2025-11-07,5,34264,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00465,SUP002,Goods,Fabrics,2025-05-26,2025-06-09,2025-06-09,4886,386507.77,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00466,SUP031,Services,Plant and Machinery Maintenance,2025-08-21,2025-09-14,2025-09-14,1,45178,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00467,SUP021,Transportation,Passenger Transport,2025-10-19,2025-11-03,2025-11-04,4,39087,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00468,SUP039,Fixed Assets,Fixed Assets,2025-07-15,2025-07-27,2025-07-27,12,33467,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00469,SUP049,Goods,Yarns,2025-12-01,2025-12-17,2025-12-18,2590,199405.89,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00470,SUP033,Manufacturing,Outsourced Fabric and Yarn Processing,2025-04-13,2025-05-21,2025-05-21,25,64447,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00471,SUP049,Goods,Yarns,2025-08-05,2025-09-04,2025-09-04,3606,195708.79,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00472,SUP044,Fixed Assets,Fixed Assets,2025-04-25,2025-05-11,2025-05-11,34,70770,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00473,SUP059,Goods,Fabrics,2025-09-02,2025-09-28,2025-10-03,1096,64373.47,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00474,SUP004,Goods,Yarns,2025-10-10,2025-10-21,2025-10-21,4255,45762.51,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00475,SUP047,Fixed Assets,Fixed Assets,2025-10-19,2025-11-11,2025-11-11,38,12717,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00476,SUP012,Goods,"Garments, Components and Trimmings",2025-04-04,2025-05-06,2025-05-07,2621,132768.69,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00477,SUP017,Goods,Yarns,2025-06-24,2025-07-12,2025-07-20,690,44127.46,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00478,SUP002,Goods,Fabrics,2025-01-03,2025-02-04,2025-02-10,3368,249509.99,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00479,SUP045,Manufacturing,Outsourcing,2025-12-12,2026-01-13,2026-01-13,6,18395,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00480,SUP045,Manufacturing,Outsourcing,2025-04-07,2025-04-15,2025-04-25,42,21025,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00481,SUP028,Services,General Administrative Services,2025-01-12,2025-01-26,2025-02-03,32,63799,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00482,SUP037,Goods,Leathers,2025-07-20,2025-07-30,2025-07-30,891,48336.84,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00483,SUP048,Goods,Yarns,2025-10-24,2025-12-08,2025-12-08,2432,11867.75,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00484,SUP040,Services,General Administrative Services,2025-12-14,2026-01-21,2026-01-31,4,71246,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00485,SUP018,Manufacturing,Garment Manufacturing / Confection,2025-11-28,2025-12-31,2025-12-31,8,66852,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00486,SUP011,Goods,Yarns,2025-05-28,2025-06-16,2025-06-16,3639,76822.85,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00487,SUP059,Goods,Fabrics,2025-11-05,2025-12-11,2025-12-14,3464,246333.07,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00488,SUP019,Manufacturing,General Processing / Manufacturing,2025-12-20,2026-01-01,2026-01-01,9,24713,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00489,SUP051,Fixed Assets,Fixed Assets,2025-08-01,2025-09-08,2025-09-08,14,74984,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00490,SUP017,Goods,Yarns,2025-07-02,2025-07-19,2025-07-30,4174,18615.64,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00491,SUP008,Services,Communication and Marketing,2025-10-15,2025-11-05,2025-11-05,22,48562,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00492,SUP058,Goods,Yarns,2025-03-19,2025-04-27,2025-04-27,903,54697.32,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00493,SUP049,Goods,Yarns,2025-02-26,2025-03-11,2025-03-11,884,62166.74,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00494,SUP011,Goods,Yarns,2025-05-30,2025-07-04,2025-07-04,4132,259276.05,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00495,SUP053,Services,Plant and Machinery Maintenance,2025-03-12,2025-03-26,2025-03-26,29,56493,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00496,SUP022,Services,"Analysis and Monitoring (Water, Air, Fumes)",2025-05-27,2025-07-05,2025-07-10,27,49270,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00497,SUP009,Manufacturing,Outsourced Fabric and Yarn Processing,2025-08-08,2025-09-10,2025-09-10,58,62129,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00498,SUP050,Services,Personnel (Training and HR Services),2025-01-06,2025-02-15,2025-02-15,6,46342,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00499,SUP028,Services,General Administrative Services,2025-02-01,2025-03-05,2025-03-05,43,21785,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00500,SUP052,Manufacturing,Outsourcing,2025-12-05,2026-01-14,2026-01-14,27,54691,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00501,SUP023,Services,Plant and Machinery Maintenance,2025-01-05,2025-01-29,2025-01-29,40,21249,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00502,SUP029,Goods,Fabrics,2025-12-24,2026-01-22,2026-01-22,3363,223011.65,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00503,SUP047,Fixed Assets,Fixed Assets,2025-03-06,2025-04-15,2025-04-15,19,30014,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00504,SUP022,Services,"Analysis and Monitoring (Water, Air, Fumes)",2025-11-22,2025-12-09,2025-12-21,57,72770,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00505,SUP033,Manufacturing,Outsourced Fabric and Yarn Processing,2025-02-26,2025-03-08,2025-03-08,17,68518,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00506,SUP008,Services,Communication and Marketing,2025-08-18,2025-09-13,2025-09-13,1,61394,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00507,SUP038,Services,Facilities Management,2025-10-17,2025-11-27,2025-11-27,15,47919,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00508,SUP046,Goods,Chemical Products,2025-10-21,2025-11-05,2025-11-05,4307,272034.54,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00509,SUP053,Services,Plant and Machinery Maintenance,2025-07-04,2025-08-09,2025-08-13,6,14091,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00510,SUP029,Goods,Fabrics,2025-02-09,2025-03-11,2025-03-11,3349,169933.36,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00511,SUP041,Services,General Administrative Services,2025-08-05,2025-09-09,2025-09-09,32,56646,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00512,SUP033,Manufacturing,Outsourced Fabric and Yarn Processing,2025-09-28,2025-10-12,2025-10-12,30,64043,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00513,SUP024,Goods,Yarns,2025-03-02,2025-04-16,2025-04-16,953,11298.85,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00514,SUP019,Manufacturing,General Processing / Manufacturing,2025-09-06,2025-09-14,2025-09-14,10,57280,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00515,SUP019,Manufacturing,General Processing / Manufacturing,2025-04-21,2025-05-09,2025-05-09,32,2273,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00516,SUP020,Fixed Assets,Fixed Assets,2025-10-17,2025-11-21,2025-11-21,51,51454,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00517,SUP009,Manufacturing,Outsourced Fabric and Yarn Processing,2025-03-12,2025-04-20,2025-04-20,49,60973,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00518,SUP006,Goods,Yarns,2025-11-16,2025-12-19,2025-12-19,3289,98685.21,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00519,SUP048,Goods,Yarns,2025-05-23,2025-06-04,2025-06-04,253,12495.66,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00520,SUP035,Manufacturing,Outsourcing,2025-10-23,2025-11-02,2025-11-02,34,26824,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00521,SUP002,Goods,Fabrics,2025-05-21,2025-06-10,2025-06-10,4797,185931.2,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00522,SUP028,Services,General Administrative Services,2025-04-03,2025-05-06,2025-05-07,34,43599,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00523,SUP035,Manufacturing,Outsourcing,2025-03-28,2025-04-22,2025-04-28,20,55382,60,EUR,Closed,Synthetic PO records for NL2SQL demo
