delivery_id,po_id,supplier_id,expected_delivery_date,actual_delivery_date,delivery_delay_days,on_time_flag,delivered_quantity,delivery_issue_type,data_source_note
DEL00499,PO00499,SUP028,2025-03-05,2025-03-05,0,1,43,None,Synthetic delivery records for KPI demo
DEL00500,PO00500,SUP052,2026-01-14,2026-01-14,0,1,27,None,Synthetic delivery records for KPI demo
DEL00501,PO00501,SUP023,2025-01-29,2025-01-29,0,1,40,None,Synthetic delivery records for KPI demo
DEL00502,PO00502,SUP029,2026-01-22,2026-01-22,0,1,3087,None,Synthetic delivery records for KPI demo
DEL00503,PO00503,SUP047,2025-04-15,2025-04-15,0,1,19,None,Synthetic delivery records for KPI demo
DEL00504,PO00504,SUP022,2025-12-09,2025-12-21,12,0,57,Transport issue,Synthetic delivery records for KPI demo
DEL00505,PO00505,SUP033,2025-03-08,2025-03-08,0,1,17,None,Synthetic delivery records for KPI demo
DEL00506,PO00506,SUP008,2025-09-13,2025-09-13,0,1,1,None,Synthetic delivery records for KPI demo
DEL00507,PO00507,SUP038,2025-11-27,2025-11-27,0,1,15,None,Synthetic delivery records for KPI demo
DEL00508,PO00508,SUP046,2025-11-05,2025-11-05,0,1,4307,None,Synthetic delivery records for KPI demo
DEL00509,PO00509,SUP053,2025-08-09,2025-08-13,4,0,6,Partial delivery,Synthetic delivery records for KPI demo
DEL00510,PO00510,SUP029,2025-03-11,2025-03-11,0,1,3349,None,Synthetic delivery records for KPI demo
DEL00511,PO00511,SUP041,2025-09-09,2025-09-09,0,1,32,None,Synthetic delivery records for KPI demo
DEL00512,PO00512,SUP033,2025-10-12,2025-10-12,0,1,30,None,Synthetic delivery records for KPI demo
DEL00513,PO00513,SUP024,2025-04-16,2025-04-16,0,1,933,None,Synthetic delivery records for KPI demo
DEL00514,PO00514,SUP019,2025-09-14,2025-09-14,0,1,10,None,Synthetic delivery records for KPI demo
DEL00515,PO00515,SUP019,2025-05-09,2025-05-09,0,1,32,None,Synthetic delivery records for KPI demo
DEL00516,PO00516,SUP020,2025-11-21,2025-11-21,0,1,51,None,Synthetic delivery records for KPI demo
DEL00517,PO00517,SUP009,2025-04-20,2025-04-20,0,1,49,None,Synthetic delivery records for KPI demo
DEL00518,PO00518,SUP006,2025-12-19,2025-12-19,0,1,3289,None,Synthetic delivery records for KPI demo
DEL00519,PO00519,SUP048,2025-06-04,2025-06-04,0,1,253,None,Synthetic delivery records for KPI demo
DEL00520,PO00520,SUP035,2025-11-02,2025-11-02,0,1,34,None,Synthetic delivery records for KPI demo
DEL00521,PO00521,SUP002,2025-06-10,2025-06-10,0,1,4797,None,Synthetic delivery records for KPI demo
DEL00522,PO00522,SUP028,2025-05-06,2025-05-07,1,0,34,Late delivery,Synthetic delivery records for KPI demo
DEL00523,PO00523,SUP035,2025-04-22,2025-04-28,6,0,18,Partial delivery,Synthetic delivery records for KPI demo
DEL00524,PO00524,SUP021,2025-04-16,2025-04-16,0,1,16,None,Synthetic delivery records for KPI demo
DEL00525,PO00525,SUP038,2025-06-09,2025-06-09,0,1,33,None,Synthetic delivery records for KPI demo
DEL00526,PO00526,SUP036,2025-08-08,2025-08-08,0,1,3388,None,Synthetic delivery records for KPI demo
DEL00527,PO00527,SUP044,2025-03-15,2025-03-15,0,1,42,None,Synthetic delivery records for KPI demo
DEL00528,PO00528,SUP055,2025-12-31,2025-12-31,0,1,10,None,Synthetic delivery records for KPI demo
DEL00529,PO00529,SUP028,2025-11-16,2025-11-23,7,0,53,Partial delivery,Synthetic delivery records for KPI demo
DEL00530,PO00530,SUP039,2025-06-09,2025-06-09,0,1,49,None,Synthetic delivery records for KPI demo
DEL00531,PO00531,SUP020,2025-03-19,2025-03-19,0,1,54,None,Synthetic delivery records for KPI demo
DEL00532,PO00532,SUP033,2025-07-10,2025-07-10,0,1,49,None,Synthetic delivery records for KPI demo
DEL00533,PO00533,SUP022,2025-05-24,2025-05-24,0,1,22,None,Synthetic delivery records for KPI demo
DEL00534,PO00534,SUP012,2025-09-11,2025-09-11,0,1,4055,None,Synthetic delivery records for KPI demo
DEL00535,PO00535,SUP005,2025-10-11,2025-10-11,0,1,3696,None,Synthetic delivery records for KPI demo
DEL00536,PO00536,SUP039,2025-08-03,2025-08-08,5,0,1,Partial delivery,Synthetic delivery records for KPI demo
DEL00537,PO00537,SUP015,2025-02-04,2025-02-04,0,1,46,None,Synthetic delivery records for KPI demo
DEL00538,PO00538,SUP020,2025-05-15,2025-05-15,0,1,24,None,Synthetic delivery records for KPI demo
DEL00539,PO00539,SUP039,2025-04-25,2025-04-26,1,0,53,Supplier capacity issue,Synthetic delivery records for KPI demo
DEL00540,PO00540,SUP044,2026-01-30,2026-01-30,0,1,5,None,Synthetic delivery records for KPI demo
DEL00541,PO00541,SUP055,2025-06-06,2025-06-06,0,1,18,None,Synthetic delivery records for KPI demo
DEL00542,PO00542,SUP035,2025-12-04,2025-12-04,0,1,57,None,Synthetic delivery records for KPI demo
DEL00543,PO00543,SUP042,2025-02-23,2025-02-23,0,1,27,None,Synthetic delivery records for KPI demo
DEL00544,PO00544,SUP024,2025-10-01,2025-10-01,0,1,1889,None,Synthetic delivery records for KPI demo
DEL00545,PO00545,SUP026,2025-05-08,2025-05-12,4,0,48,Partial delivery,Synthetic delivery records for KPI demo
DEL00546,PO00546,SUP022,2025-06-20,2025-06-20,0,1,7,None,Synthetic delivery records for KPI demo
DEL00547,PO00547,SUP016,2025-04-03,2025-04-03,0,1,22,None,Synthetic delivery records for KPI demo
DEL00548,PO00548,SUP005,2025-12-09,2025-12-09,0,1,3707,None,Synthetic delivery records for KPI demo
DEL00549,PO00549,SUP025,2025-06-21,2025-06-21,0,1,517,None,Synthetic delivery records for KPI demo
DEL00550,PO00550,SUP005,2025-03-04,2025-03-04,0,1,2272,None,Synthetic delivery records for KPI demo
